,days,user_id,age,gender,location,timeslot,gameid,gener
62918,1,700,28,3,14,9,10,3
62919,2,700,28,3,14,1,13,4
62920,2,700,28,3,14,2,17,5
62921,2,700,28,3,14,3,3,1
62922,2,700,28,3,14,4,4,1
62923,2,700,28,3,14,5,16,5
62924,2,700,28,3,14,6,17,5
62925,2,700,28,3,14,7,5,2
62926,2,700,28,3,14,8,16,5
62927,2,700,28,3,14,9,18,6
62928,3,700,28,3,14,1,16,5
62929,3,700,28,3,14,2,4,1
62930,3,700,28,3,14,3,16,5
62931,3,700,28,3,14,4,11,3
62932,3,700,28,3,14,5,4,1
62933,3,700,28,3,14,6,8,2
62934,3,700,28,3,14,7,7,2
62935,3,700,28,3,14,8,12,4
62936,3,700,28,3,14,9,11,3
62937,4,700,28,3,14,1,2,1
62938,4,700,28,3,14,2,9,3
62939,4,700,28,3,14,3,18,6
62940,4,700,28,3,14,4,9,3
62941,4,700,28,3,14,5,3,1
62942,4,700,28,3,14,6,7,2
62943,4,700,28,3,14,7,14,4
62944,4,700,28,3,14,8,1,1
62945,4,700,28,3,14,9,2,1
62946,5,700,28,3,14,1,9,3
62947,5,700,28,3,14,2,6,2
62948,5,700,28,3,14,3,2,1
62949,5,700,28,3,14,4,10,3
62950,5,700,28,3,14,5,14,4
62951,5,700,28,3,14,6,15,5
62952,5,700,28,3,14,7,18,6
62953,5,700,28,3,14,8,8,2
62954,5,700,28,3,14,9,16,5
62955,6,700,28,3,14,1,5,2
62956,6,700,28,3,14,2,13,4
62957,6,700,28,3,14,3,6,2
62958,6,700,28,3,14,4,9,3
62959,6,700,28,3,14,5,5,2
62960,6,700,28,3,14,6,13,4
62961,6,700,28,3,14,7,20,6
62962,6,700,28,3,14,8,7,2
62963,6,700,28,3,14,9,20,6
62964,7,700,28,3,14,1,9,3
62965,7,700,28,3,14,2,8,2
62966,7,700,28,3,14,3,12,4
62967,7,700,28,3,14,4,14,4
62968,7,700,28,3,14,5,17,5
62969,7,700,28,3,14,6,12,4
62970,7,700,28,3,14,7,19,6
62971,7,700,28,3,14,8,11,3
62972,7,700,28,3,14,9,5,2
62973,8,700,28,3,14,1,19,6
62974,8,700,28,3,14,2,8,2
62975,8,700,28,3,14,3,3,1
62976,8,700,28,3,14,4,1,1
62977,8,700,28,3,14,5,8,2
62978,8,700,28,3,14,6,18,6
62979,8,700,28,3,14,7,7,2
62980,8,700,28,3,14,8,9,3
62981,8,700,28,3,14,9,13,4
62982,9,700,28,3,14,1,8,2
62983,9,700,28,3,14,2,6,2
62984,9,700,28,3,14,3,12,4
62985,9,700,28,3,14,4,19,6
62986,9,700,28,3,14,5,20,6
62987,9,700,28,3,14,6,11,3
62988,9,700,28,3,14,7,5,2
62989,9,700,28,3,14,8,20,6
62990,9,700,28,3,14,9,1,1
62991,10,700,28,3,14,1,20,6
62992,10,700,28,3,14,2,13,4
62993,10,700,28,3,14,3,12,4
62994,10,700,28,3,14,4,10,3
62995,10,700,28,3,14,5,2,1
62996,10,700,28,3,14,6,3,1
62997,10,700,28,3,14,7,5,2
62998,10,700,28,3,14,8,10,3
62999,10,700,28,3,14,9,2,1
63000,1,701,23,3,1,1,17,5
63001,1,701,23,3,1,2,20,6
63002,1,701,23,3,1,3,13,4
63003,1,701,23,3,1,4,1,1
63004,1,701,23,3,1,5,9,3
63005,1,701,23,3,1,6,12,4
63006,1,701,23,3,1,7,13,4
63007,1,701,23,3,1,8,9,3
63008,1,701,23,3,1,9,2,1
63009,2,701,23,3,1,1,11,3
63010,2,701,23,3,1,2,15,5
63011,2,701,23,3,1,3,19,6
63012,2,701,23,3,1,4,1,1
63013,2,701,23,3,1,5,10,3
63014,2,701,23,3,1,6,4,1
63015,2,701,23,3,1,7,20,6
63016,2,701,23,3,1,8,10,3
63017,2,701,23,3,1,9,14,4
63018,3,701,23,3,1,1,19,6
63019,3,701,23,3,1,2,4,1
63020,3,701,23,3,1,3,9,3
63021,3,701,23,3,1,4,16,5
63022,3,701,23,3,1,5,13,4
63023,3,701,23,3,1,6,9,3
63024,3,701,23,3,1,7,1,1
63025,3,701,23,3,1,8,5,2
63026,3,701,23,3,1,9,12,4
63027,4,701,23,3,1,1,1,1
63028,4,701,23,3,1,2,10,3
63029,4,701,23,3,1,3,18,6
63030,4,701,23,3,1,4,20,6
63031,4,701,23,3,1,5,20,6
63032,4,701,23,3,1,6,4,1
63033,4,701,23,3,1,7,1,1
63034,4,701,23,3,1,8,8,2
63035,4,701,23,3,1,9,3,1
63036,5,701,23,3,1,1,16,5
63037,5,701,23,3,1,2,4,1
63038,5,701,23,3,1,3,9,3
63039,5,701,23,3,1,4,18,6
63040,5,701,23,3,1,5,17,5
63041,5,701,23,3,1,6,17,5
63042,5,701,23,3,1,7,11,3
63043,5,701,23,3,1,8,6,2
63044,5,701,23,3,1,9,6,2
63045,6,701,23,3,1,1,5,2
63046,6,701,23,3,1,2,15,5
63047,6,701,23,3,1,3,16,5
63048,6,701,23,3,1,4,8,2
63049,6,701,23,3,1,5,20,6
63050,6,701,23,3,1,6,13,4
63051,6,701,23,3,1,7,13,4
63052,6,701,23,3,1,8,11,3
63053,6,701,23,3,1,9,8,2
63054,7,701,23,3,1,1,6,2
63055,7,701,23,3,1,2,7,2
63056,7,701,23,3,1,3,4,1
63057,7,701,23,3,1,4,5,2
63058,7,701,23,3,1,5,13,4
63059,7,701,23,3,1,6,10,3
63060,7,701,23,3,1,7,7,2
63061,7,701,23,3,1,8,4,1
63062,7,701,23,3,1,9,2,1
63063,8,701,23,3,1,1,8,2
63064,8,701,23,3,1,2,5,2
63065,8,701,23,3,1,3,5,2
63066,8,701,23,3,1,4,19,6
63067,8,701,23,3,1,5,15,5
63068,8,701,23,3,1,6,3,1
63069,8,701,23,3,1,7,11,3
63070,8,701,23,3,1,8,4,1
63071,8,701,23,3,1,9,20,6
63072,9,701,23,3,1,1,13,4
63073,9,701,23,3,1,2,9,3
63074,9,701,23,3,1,3,6,2
63075,9,701,23,3,1,4,8,2
63076,9,701,23,3,1,5,17,5
63077,9,701,23,3,1,6,14,4
63078,9,701,23,3,1,7,17,5
63079,9,701,23,3,1,8,8,2
63080,9,701,23,3,1,9,1,1
63081,10,701,23,3,1,1,1,1
63082,10,701,23,3,1,2,5,2
63083,10,701,23,3,1,3,2,1
63084,10,701,23,3,1,4,20,6
63085,10,701,23,3,1,5,13,4
63086,10,701,23,3,1,6,3,1
63087,10,701,23,3,1,7,3,1
63088,10,701,23,3,1,8,12,4
63089,10,701,23,3,1,9,15,5
63090,1,702,24,2,19,1,13,4
63091,1,702,24,2,19,2,4,1
63092,1,702,24,2,19,3,16,5
63093,1,702,24,2,19,4,16,5
63094,1,702,24,2,19,5,10,3
63095,1,702,24,2,19,6,12,4
63096,1,702,24,2,19,7,20,6
63097,1,702,24,2,19,8,15,5
63098,1,702,24,2,19,9,17,5
63099,2,702,24,2,19,1,3,1
63100,2,702,24,2,19,2,2,1
63101,2,702,24,2,19,3,14,4
63102,2,702,24,2,19,4,15,5
63103,2,702,24,2,19,5,19,6
63104,2,702,24,2,19,6,5,2
63105,2,702,24,2,19,7,19,6
63106,2,702,24,2,19,8,20,6
63107,2,702,24,2,19,9,18,6
63108,3,702,24,2,19,1,17,5
63109,3,702,24,2,19,2,7,2
63110,3,702,24,2,19,3,7,2
63111,3,702,24,2,19,4,11,3
63112,3,702,24,2,19,5,5,2
63113,3,702,24,2,19,6,13,4
63114,3,702,24,2,19,7,11,3
63115,3,702,24,2,19,8,11,3
63116,3,702,24,2,19,9,10,3
63117,4,702,24,2,19,1,11,3
63118,4,702,24,2,19,2,4,1
63119,4,702,24,2,19,3,14,4
63120,4,702,24,2,19,4,1,1
63121,4,702,24,2,19,5,17,5
63122,4,702,24,2,19,6,4,1
63123,4,702,24,2,19,7,13,4
63124,4,702,24,2,19,8,6,2
63125,4,702,24,2,19,9,3,1
63126,5,702,24,2,19,1,11,3
63127,5,702,24,2,19,2,12,4
63128,5,702,24,2,19,3,11,3
63129,5,702,24,2,19,4,7,2
63130,5,702,24,2,19,5,6,2
63131,5,702,24,2,19,6,1,1
63132,5,702,24,2,19,7,19,6
63133,5,702,24,2,19,8,3,1
63134,5,702,24,2,19,9,17,5
63135,6,702,24,2,19,1,7,2
63136,6,702,24,2,19,2,10,3
63137,6,702,24,2,19,3,8,2
63138,6,702,24,2,19,4,16,5
63139,6,702,24,2,19,5,12,4
63140,6,702,24,2,19,6,16,5
63141,6,702,24,2,19,7,19,6
63142,6,702,24,2,19,8,20,6
63143,6,702,24,2,19,9,10,3
63144,7,702,24,2,19,1,7,2
63145,7,702,24,2,19,2,9,3
63146,7,702,24,2,19,3,3,1
63147,7,702,24,2,19,4,15,5
63148,7,702,24,2,19,5,15,5
63149,7,702,24,2,19,6,16,5
63150,7,702,24,2,19,7,5,2
63151,7,702,24,2,19,8,3,1
63152,7,702,24,2,19,9,14,4
63153,8,702,24,2,19,1,16,5
63154,8,702,24,2,19,2,16,5
63155,8,702,24,2,19,3,20,6
63156,8,702,24,2,19,4,7,2
63157,8,702,24,2,19,5,2,1
63158,8,702,24,2,19,6,7,2
63159,8,702,24,2,19,7,4,1
63160,8,702,24,2,19,8,17,5
63161,8,702,24,2,19,9,14,4
63162,9,702,24,2,19,1,13,4
63163,9,702,24,2,19,2,4,1
63164,9,702,24,2,19,3,20,6
63165,9,702,24,2,19,4,13,4
63166,9,702,24,2,19,5,14,4
63167,9,702,24,2,19,6,11,3
63168,9,702,24,2,19,7,12,4
63169,9,702,24,2,19,8,18,6
63170,9,702,24,2,19,9,11,3
63171,10,702,24,2,19,1,11,3
63172,10,702,24,2,19,2,5,2
63173,10,702,24,2,19,3,7,2
63174,10,702,24,2,19,4,9,3
63175,10,702,24,2,19,5,5,2
63176,10,702,24,2,19,6,16,5
63177,10,702,24,2,19,7,20,6
63178,10,702,24,2,19,8,13,4
63179,10,702,24,2,19,9,7,2
63180,1,703,25,1,1,1,7,2
63181,1,703,25,1,1,2,3,1
63182,1,703,25,1,1,3,8,2
63183,1,703,25,1,1,4,4,1
63184,1,703,25,1,1,5,12,4
63185,1,703,25,1,1,6,5,2
63186,1,703,25,1,1,7,2,1
63187,1,703,25,1,1,8,5,2
63188,1,703,25,1,1,9,16,5
63189,2,703,25,1,1,1,12,4
63190,2,703,25,1,1,2,7,2
63191,2,703,25,1,1,3,13,4
63192,2,703,25,1,1,4,17,5
63193,2,703,25,1,1,5,1,1
63194,2,703,25,1,1,6,11,3
63195,2,703,25,1,1,7,1,1
63196,2,703,25,1,1,8,16,5
63197,2,703,25,1,1,9,11,3
63198,3,703,25,1,1,1,5,2
63199,3,703,25,1,1,2,14,4
63200,3,703,25,1,1,3,8,2
63201,3,703,25,1,1,4,9,3
63202,3,703,25,1,1,5,13,4
63203,3,703,25,1,1,6,11,3
63204,3,703,25,1,1,7,13,4
63205,3,703,25,1,1,8,16,5
63206,3,703,25,1,1,9,2,1
63207,4,703,25,1,1,1,2,1
63208,4,703,25,1,1,2,6,2
63209,4,703,25,1,1,3,7,2
63210,4,703,25,1,1,4,10,3
63211,4,703,25,1,1,5,4,1
63212,4,703,25,1,1,6,5,2
63213,4,703,25,1,1,7,11,3
63214,4,703,25,1,1,8,17,5
63215,4,703,25,1,1,9,20,6
63216,5,703,25,1,1,1,3,1
63217,5,703,25,1,1,2,19,6
63218,5,703,25,1,1,3,18,6
63219,5,703,25,1,1,4,10,3
63220,5,703,25,1,1,5,6,2
63221,5,703,25,1,1,6,12,4
63222,5,703,25,1,1,7,10,3
63223,5,703,25,1,1,8,5,2
63224,5,703,25,1,1,9,6,2
63225,6,703,25,1,1,1,14,4
63226,6,703,25,1,1,2,19,6
63227,6,703,25,1,1,3,18,6
63228,6,703,25,1,1,4,9,3
63229,6,703,25,1,1,5,2,1
63230,6,703,25,1,1,6,10,3
63231,6,703,25,1,1,7,2,1
63232,6,703,25,1,1,8,18,6
63233,6,703,25,1,1,9,2,1
63234,7,703,25,1,1,1,10,3
63235,7,703,25,1,1,2,9,3
63236,7,703,25,1,1,3,6,2
63237,7,703,25,1,1,4,9,3
63238,7,703,25,1,1,5,16,5
63239,7,703,25,1,1,6,1,1
63240,7,703,25,1,1,7,13,4
63241,7,703,25,1,1,8,14,4
63242,7,703,25,1,1,9,3,1
63243,8,703,25,1,1,1,15,5
63244,8,703,25,1,1,2,10,3
63245,8,703,25,1,1,3,8,2
63246,8,703,25,1,1,4,6,2
63247,8,703,25,1,1,5,12,4
63248,8,703,25,1,1,6,9,3
63249,8,703,25,1,1,7,5,2
63250,8,703,25,1,1,8,2,1
63251,8,703,25,1,1,9,10,3
63252,9,703,25,1,1,1,6,2
63253,9,703,25,1,1,2,13,4
63254,9,703,25,1,1,3,12,4
63255,9,703,25,1,1,4,3,1
63256,9,703,25,1,1,5,13,4
63257,9,703,25,1,1,6,10,3
63258,9,703,25,1,1,7,10,3
63259,9,703,25,1,1,8,10,3
63260,9,703,25,1,1,9,10,3
63261,10,703,25,1,1,1,5,2
63262,10,703,25,1,1,2,2,1
63263,10,703,25,1,1,3,18,6
63264,10,703,25,1,1,4,14,4
63265,10,703,25,1,1,5,7,2
63266,10,703,25,1,1,6,19,6
63267,10,703,25,1,1,7,18,6
63268,10,703,25,1,1,8,8,2
63269,10,703,25,1,1,9,9,3
63270,1,704,27,3,17,1,8,2
63271,1,704,27,3,17,2,13,4
63272,1,704,27,3,17,3,19,6
63273,1,704,27,3,17,4,10,3
63274,1,704,27,3,17,5,13,4
63275,1,704,27,3,17,6,1,1
63276,1,704,27,3,17,7,3,1
63277,1,704,27,3,17,8,9,3
63278,1,704,27,3,17,9,9,3
63279,2,704,27,3,17,1,18,6
63280,2,704,27,3,17,2,8,2
63281,2,704,27,3,17,3,18,6
63282,2,704,27,3,17,4,1,1
63283,2,704,27,3,17,5,15,5
63284,2,704,27,3,17,6,11,3
63285,2,704,27,3,17,7,2,1
63286,2,704,27,3,17,8,6,2
63287,2,704,27,3,17,9,1,1
63288,3,704,27,3,17,1,8,2
63289,3,704,27,3,17,2,14,4
63290,3,704,27,3,17,3,4,1
63291,3,704,27,3,17,4,19,6
63292,3,704,27,3,17,5,8,2
63293,3,704,27,3,17,6,14,4
63294,3,704,27,3,17,7,20,6
63295,3,704,27,3,17,8,19,6
63296,3,704,27,3,17,9,13,4
63297,4,704,27,3,17,1,1,1
63298,4,704,27,3,17,2,2,1
63299,4,704,27,3,17,3,20,6
63300,4,704,27,3,17,4,4,1
63301,4,704,27,3,17,5,6,2
63302,4,704,27,3,17,6,2,1
63303,4,704,27,3,17,7,11,3
63304,4,704,27,3,17,8,12,4
63305,4,704,27,3,17,9,10,3
63306,5,704,27,3,17,1,8,2
63307,5,704,27,3,17,2,20,6
63308,5,704,27,3,17,3,8,2
63309,5,704,27,3,17,4,11,3
63310,5,704,27,3,17,5,14,4
63311,5,704,27,3,17,6,1,1
63312,5,704,27,3,17,7,17,5
63313,5,704,27,3,17,8,18,6
63314,5,704,27,3,17,9,18,6
63315,6,704,27,3,17,1,12,4
63316,6,704,27,3,17,2,20,6
63317,6,704,27,3,17,3,4,1
63318,6,704,27,3,17,4,10,3
63319,6,704,27,3,17,5,6,2
63320,6,704,27,3,17,6,8,2
63321,6,704,27,3,17,7,7,2
63322,6,704,27,3,17,8,16,5
63323,6,704,27,3,17,9,17,5
63324,7,704,27,3,17,1,17,5
63325,7,704,27,3,17,2,6,2
63326,7,704,27,3,17,3,11,3
63327,7,704,27,3,17,4,9,3
63328,7,704,27,3,17,5,1,1
63329,7,704,27,3,17,6,9,3
63330,7,704,27,3,17,7,19,6
63331,7,704,27,3,17,8,3,1
63332,7,704,27,3,17,9,18,6
63333,8,704,27,3,17,1,15,5
63334,8,704,27,3,17,2,17,5
63335,8,704,27,3,17,3,15,5
63336,8,704,27,3,17,4,4,1
63337,8,704,27,3,17,5,20,6
63338,8,704,27,3,17,6,13,4
63339,8,704,27,3,17,7,3,1
63340,8,704,27,3,17,8,20,6
63341,8,704,27,3,17,9,11,3
63342,9,704,27,3,17,1,9,3
63343,9,704,27,3,17,2,14,4
63344,9,704,27,3,17,3,19,6
63345,9,704,27,3,17,4,14,4
63346,9,704,27,3,17,5,2,1
63347,9,704,27,3,17,6,12,4
63348,9,704,27,3,17,7,10,3
63349,9,704,27,3,17,8,16,5
63350,9,704,27,3,17,9,2,1
63351,10,704,27,3,17,1,13,4
63352,10,704,27,3,17,2,11,3
63353,10,704,27,3,17,3,2,1
63354,10,704,27,3,17,4,7,2
63355,10,704,27,3,17,5,6,2
63356,10,704,27,3,17,6,10,3
63357,10,704,27,3,17,7,15,5
63358,10,704,27,3,17,8,3,1
63359,10,704,27,3,17,9,16,5
63360,1,705,23,1,4,1,12,4
63361,1,705,23,1,4,2,8,2
63362,1,705,23,1,4,3,2,1
63363,1,705,23,1,4,4,3,1
63364,1,705,23,1,4,5,8,2
63365,1,705,23,1,4,6,5,2
63366,1,705,23,1,4,7,19,6
63367,1,705,23,1,4,8,5,2
63368,1,705,23,1,4,9,12,4
63369,2,705,23,1,4,1,2,1
63370,2,705,23,1,4,2,3,1
63371,2,705,23,1,4,3,12,4
63372,2,705,23,1,4,4,15,5
63373,2,705,23,1,4,5,3,1
63374,2,705,23,1,4,6,5,2
63375,2,705,23,1,4,7,7,2
63376,2,705,23,1,4,8,12,4
63377,2,705,23,1,4,9,3,1
63378,3,705,23,1,4,1,11,3
63379,3,705,23,1,4,2,11,3
63380,3,705,23,1,4,3,15,5
63381,3,705,23,1,4,4,19,6
63382,3,705,23,1,4,5,10,3
63383,3,705,23,1,4,6,13,4
63384,3,705,23,1,4,7,10,3
63385,3,705,23,1,4,8,9,3
63386,3,705,23,1,4,9,16,5
63387,4,705,23,1,4,1,19,6
63388,4,705,23,1,4,2,1,1
63389,4,705,23,1,4,3,5,2
63390,4,705,23,1,4,4,7,2
63391,4,705,23,1,4,5,10,3
63392,4,705,23,1,4,6,9,3
63393,4,705,23,1,4,7,20,6
63394,4,705,23,1,4,8,14,4
63395,4,705,23,1,4,9,14,4
63396,5,705,23,1,4,1,17,5
63397,5,705,23,1,4,2,13,4
63398,5,705,23,1,4,3,7,2
63399,5,705,23,1,4,4,17,5
63400,5,705,23,1,4,5,4,1
63401,5,705,23,1,4,6,6,2
63402,5,705,23,1,4,7,11,3
63403,5,705,23,1,4,8,12,4
63404,5,705,23,1,4,9,2,1
63405,6,705,23,1,4,1,5,2
63406,6,705,23,1,4,2,6,2
63407,6,705,23,1,4,3,8,2
63408,6,705,23,1,4,4,12,4
63409,6,705,23,1,4,5,1,1
63410,6,705,23,1,4,6,10,3
63411,6,705,23,1,4,7,19,6
63412,6,705,23,1,4,8,20,6
63413,6,705,23,1,4,9,10,3
63414,7,705,23,1,4,1,19,6
63415,7,705,23,1,4,2,11,3
63416,7,705,23,1,4,3,12,4
63417,7,705,23,1,4,4,8,2
63418,7,705,23,1,4,5,9,3
63419,7,705,23,1,4,6,7,2
63420,7,705,23,1,4,7,10,3
63421,7,705,23,1,4,8,4,1
63422,7,705,23,1,4,9,17,5
63423,8,705,23,1,4,1,3,1
63424,8,705,23,1,4,2,8,2
63425,8,705,23,1,4,3,14,4
63426,8,705,23,1,4,4,15,5
63427,8,705,23,1,4,5,7,2
63428,8,705,23,1,4,6,8,2
63429,8,705,23,1,4,7,13,4
63430,8,705,23,1,4,8,6,2
63431,8,705,23,1,4,9,9,3
63432,9,705,23,1,4,1,7,2
63433,9,705,23,1,4,2,2,1
63434,9,705,23,1,4,3,4,1
63435,9,705,23,1,4,4,20,6
63436,9,705,23,1,4,5,9,3
63437,9,705,23,1,4,6,20,6
63438,9,705,23,1,4,7,4,1
63439,9,705,23,1,4,8,2,1
63440,9,705,23,1,4,9,2,1
63441,10,705,23,1,4,1,7,2
63442,10,705,23,1,4,2,6,2
63443,10,705,23,1,4,3,8,2
63444,10,705,23,1,4,4,19,6
63445,10,705,23,1,4,5,5,2
63446,10,705,23,1,4,6,9,3
63447,10,705,23,1,4,7,3,1
63448,10,705,23,1,4,8,9,3
63449,10,705,23,1,4,9,19,6
63450,1,706,24,1,9,1,12,4
63451,1,706,24,1,9,2,15,5
63452,1,706,24,1,9,3,6,2
63453,1,706,24,1,9,4,6,2
63454,1,706,24,1,9,5,6,2
63455,1,706,24,1,9,6,12,4
63456,1,706,24,1,9,7,18,6
63457,1,706,24,1,9,8,13,4
63458,1,706,24,1,9,9,20,6
63459,2,706,24,1,9,1,13,4
63460,2,706,24,1,9,2,1,1
63461,2,706,24,1,9,3,18,6
63462,2,706,24,1,9,4,4,1
63463,2,706,24,1,9,5,13,4
63464,2,706,24,1,9,6,14,4
63465,2,706,24,1,9,7,1,1
63466,2,706,24,1,9,8,9,3
63467,2,706,24,1,9,9,1,1
63468,3,706,24,1,9,1,20,6
63469,3,706,24,1,9,2,2,1
63470,3,706,24,1,9,3,8,2
63471,3,706,24,1,9,4,12,4
63472,3,706,24,1,9,5,14,4
63473,3,706,24,1,9,6,13,4
63474,3,706,24,1,9,7,2,1
63475,3,706,24,1,9,8,20,6
63476,3,706,24,1,9,9,1,1
63477,4,706,24,1,9,1,13,4
63478,4,706,24,1,9,2,3,1
63479,4,706,24,1,9,3,20,6
63480,4,706,24,1,9,4,6,2
63481,4,706,24,1,9,5,18,6
63482,4,706,24,1,9,6,6,2
63483,4,706,24,1,9,7,10,3
63484,4,706,24,1,9,8,9,3
63485,4,706,24,1,9,9,10,3
63486,5,706,24,1,9,1,14,4
63487,5,706,24,1,9,2,18,6
63488,5,706,24,1,9,3,9,3
63489,5,706,24,1,9,4,16,5
63490,5,706,24,1,9,5,15,5
63491,5,706,24,1,9,6,4,1
63492,5,706,24,1,9,7,11,3
63493,5,706,24,1,9,8,4,1
63494,5,706,24,1,9,9,16,5
63495,6,706,24,1,9,1,14,4
63496,6,706,24,1,9,2,20,6
63497,6,706,24,1,9,3,7,2
63498,6,706,24,1,9,4,16,5
63499,6,706,24,1,9,5,2,1
63500,6,706,24,1,9,6,11,3
63501,6,706,24,1,9,7,15,5
63502,6,706,24,1,9,8,3,1
63503,6,706,24,1,9,9,6,2
63504,7,706,24,1,9,1,4,1
63505,7,706,24,1,9,2,4,1
63506,7,706,24,1,9,3,16,5
63507,7,706,24,1,9,4,14,4
63508,7,706,24,1,9,5,16,5
63509,7,706,24,1,9,6,4,1
63510,7,706,24,1,9,7,12,4
63511,7,706,24,1,9,8,6,2
63512,7,706,24,1,9,9,10,3
63513,8,706,24,1,9,1,17,5
63514,8,706,24,1,9,2,12,4
63515,8,706,24,1,9,3,15,5
63516,8,706,24,1,9,4,13,4
63517,8,706,24,1,9,5,8,2
63518,8,706,24,1,9,6,4,1
63519,8,706,24,1,9,7,5,2
63520,8,706,24,1,9,8,3,1
63521,8,706,24,1,9,9,19,6
63522,9,706,24,1,9,1,11,3
63523,9,706,24,1,9,2,13,4
63524,9,706,24,1,9,3,7,2
63525,9,706,24,1,9,4,10,3
63526,9,706,24,1,9,5,3,1
63527,9,706,24,1,9,6,9,3
63528,9,706,24,1,9,7,1,1
63529,9,706,24,1,9,8,6,2
63530,9,706,24,1,9,9,10,3
63531,10,706,24,1,9,1,5,2
63532,10,706,24,1,9,2,1,1
63533,10,706,24,1,9,3,1,1
63534,10,706,24,1,9,4,3,1
63535,10,706,24,1,9,5,5,2
63536,10,706,24,1,9,6,10,3
63537,10,706,24,1,9,7,3,1
63538,10,706,24,1,9,8,19,6
63539,10,706,24,1,9,9,17,5
63540,1,707,28,2,11,1,18,6
63541,1,707,28,2,11,2,5,2
63542,1,707,28,2,11,3,18,6
63543,1,707,28,2,11,4,5,2
63544,1,707,28,2,11,5,6,2
63545,1,707,28,2,11,6,16,5
63546,1,707,28,2,11,7,5,2
63547,1,707,28,2,11,8,11,3
63548,1,707,28,2,11,9,4,1
63549,2,707,28,2,11,1,17,5
63550,2,707,28,2,11,2,1,1
63551,2,707,28,2,11,3,9,3
63552,2,707,28,2,11,4,4,1
63553,2,707,28,2,11,5,17,5
63554,2,707,28,2,11,6,2,1
63555,2,707,28,2,11,7,15,5
63556,2,707,28,2,11,8,8,2
63557,2,707,28,2,11,9,17,5
63558,3,707,28,2,11,1,3,1
63559,3,707,28,2,11,2,4,1
63560,3,707,28,2,11,3,16,5
63561,3,707,28,2,11,4,1,1
63562,3,707,28,2,11,5,13,4
63563,3,707,28,2,11,6,8,2
63564,3,707,28,2,11,7,8,2
63565,3,707,28,2,11,8,17,5
63566,3,707,28,2,11,9,20,6
63567,4,707,28,2,11,1,4,1
63568,4,707,28,2,11,2,17,5
63569,4,707,28,2,11,3,5,2
63570,4,707,28,2,11,4,15,5
63571,4,707,28,2,11,5,12,4
63572,4,707,28,2,11,6,7,2
63573,4,707,28,2,11,7,4,1
63574,4,707,28,2,11,8,15,5
63575,4,707,28,2,11,9,12,4
63576,5,707,28,2,11,1,6,2
63577,5,707,28,2,11,2,16,5
63578,5,707,28,2,11,3,1,1
63579,5,707,28,2,11,4,6,2
63580,5,707,28,2,11,5,10,3
63581,5,707,28,2,11,6,8,2
63582,5,707,28,2,11,7,10,3
63583,5,707,28,2,11,8,12,4
63584,5,707,28,2,11,9,15,5
63585,6,707,28,2,11,1,14,4
63586,6,707,28,2,11,2,10,3
63587,6,707,28,2,11,3,3,1
63588,6,707,28,2,11,4,1,1
63589,6,707,28,2,11,5,8,2
63590,6,707,28,2,11,6,18,6
63591,6,707,28,2,11,7,10,3
63592,6,707,28,2,11,8,8,2
63593,6,707,28,2,11,9,17,5
63594,7,707,28,2,11,1,1,1
63595,7,707,28,2,11,2,20,6
63596,7,707,28,2,11,3,15,5
63597,7,707,28,2,11,4,17,5
63598,7,707,28,2,11,5,10,3
63599,7,707,28,2,11,6,4,1
63600,7,707,28,2,11,7,2,1
63601,7,707,28,2,11,8,19,6
63602,7,707,28,2,11,9,10,3
63603,8,707,28,2,11,1,6,2
63604,8,707,28,2,11,2,17,5
63605,8,707,28,2,11,3,13,4
63606,8,707,28,2,11,4,13,4
63607,8,707,28,2,11,5,18,6
63608,8,707,28,2,11,6,15,5
63609,8,707,28,2,11,7,8,2
63610,8,707,28,2,11,8,19,6
63611,8,707,28,2,11,9,12,4
63612,9,707,28,2,11,1,2,1
63613,9,707,28,2,11,2,15,5
63614,9,707,28,2,11,3,1,1
63615,9,707,28,2,11,4,13,4
63616,9,707,28,2,11,5,11,3
63617,9,707,28,2,11,6,6,2
63618,9,707,28,2,11,7,11,3
63619,9,707,28,2,11,8,19,6
63620,9,707,28,2,11,9,17,5
63621,10,707,28,2,11,1,1,1
63622,10,707,28,2,11,2,4,1
63623,10,707,28,2,11,3,10,3
63624,10,707,28,2,11,4,7,2
63625,10,707,28,2,11,5,17,5
63626,10,707,28,2,11,6,2,1
63627,10,707,28,2,11,7,1,1
63628,10,707,28,2,11,8,4,1
63629,10,707,28,2,11,9,17,5
63630,1,708,24,1,12,1,4,1
63631,1,708,24,1,12,2,15,5
63632,1,708,24,1,12,3,3,1
63633,1,708,24,1,12,4,20,6
63634,1,708,24,1,12,5,6,2
63635,1,708,24,1,12,6,7,2
63636,1,708,24,1,12,7,20,6
63637,1,708,24,1,12,8,13,4
63638,1,708,24,1,12,9,10,3
63639,2,708,24,1,12,1,9,3
63640,2,708,24,1,12,2,5,2
63641,2,708,24,1,12,3,3,1
63642,2,708,24,1,12,4,20,6
63643,2,708,24,1,12,5,1,1
63644,2,708,24,1,12,6,2,1
63645,2,708,24,1,12,7,3,1
63646,2,708,24,1,12,8,2,1
63647,2,708,24,1,12,9,15,5
63648,3,708,24,1,12,1,5,2
63649,3,708,24,1,12,2,12,4
63650,3,708,24,1,12,3,19,6
63651,3,708,24,1,12,4,9,3
63652,3,708,24,1,12,5,5,2
