"days,user_id,age,gender,location,timeslot,gameid,gener"
"8,958,26,3,3,4,18,6"
"8,958,26,3,3,5,3,1"
"8,958,26,3,3,6,1,1"
"8,958,26,3,3,7,11,3"
"8,958,26,3,3,8,7,2"
"8,958,26,3,3,9,2,1"
"9,958,26,3,3,1,8,2"
"9,958,26,3,3,2,14,4"
"9,958,26,3,3,3,2,1"
"9,958,26,3,3,4,10,3"
"9,958,26,3,3,5,17,5"
"9,958,26,3,3,6,3,1"
"9,958,26,3,3,7,14,4"
"9,958,26,3,3,8,10,3"
"9,958,26,3,3,9,15,5"
"10,958,26,3,3,1,5,2"
"10,958,26,3,3,2,17,5"
"10,958,26,3,3,3,18,6"
"10,958,26,3,3,4,13,4"
"10,958,26,3,3,5,14,4"
"10,958,26,3,3,6,9,3"
"10,958,26,3,3,7,15,5"
"10,958,26,3,3,8,6,2"
"10,958,26,3,3,9,5,2"
"1,959,29,2,9,1,14,4"
"1,959,29,2,9,2,13,4"
"1,959,29,2,9,3,13,4"
"1,959,29,2,9,4,14,4"
"1,959,29,2,9,5,15,5"
"1,959,29,2,9,6,4,1"
"1,959,29,2,9,7,8,2"
"1,959,29,2,9,8,14,4"
"1,959,29,2,9,9,6,2"
"2,959,29,2,9,1,15,5"
"2,959,29,2,9,2,1,1"
"2,959,29,2,9,3,7,2"
"2,959,29,2,9,4,19,6"
"2,959,29,2,9,5,19,6"
"2,959,29,2,9,6,18,6"
"2,959,29,2,9,7,20,6"
"2,959,29,2,9,8,4,1"
"2,959,29,2,9,9,3,1"
"3,959,29,2,9,1,8,2"
"3,959,29,2,9,2,18,6"
"3,959,29,2,9,3,18,6"
"3,959,29,2,9,4,2,1"
"3,959,29,2,9,5,1,1"
"3,959,29,2,9,6,7,2"
"3,959,29,2,9,7,6,2"
"3,959,29,2,9,8,19,6"
"3,959,29,2,9,9,15,5"
"4,959,29,2,9,1,9,3"
"4,959,29,2,9,2,19,6"
"4,959,29,2,9,3,8,2"
"4,959,29,2,9,4,8,2"
"4,959,29,2,9,5,14,4"
"4,959,29,2,9,6,17,5"
"4,959,29,2,9,7,8,2"
"4,959,29,2,9,8,19,6"
"4,959,29,2,9,9,8,2"
"5,959,29,2,9,1,12,4"
"5,959,29,2,9,2,9,3"
"5,959,29,2,9,3,6,2"
"5,959,29,2,9,4,20,6"
"5,959,29,2,9,5,17,5"
"5,959,29,2,9,6,3,1"
"5,959,29,2,9,7,2,1"
"5,959,29,2,9,8,12,4"
"5,959,29,2,9,9,19,6"
"6,959,29,2,9,1,18,6"
"6,959,29,2,9,2,5,2"
"6,959,29,2,9,3,6,2"
"6,959,29,2,9,4,4,1"
"6,959,29,2,9,5,9,3"
"6,959,29,2,9,6,8,2"
"6,959,29,2,9,7,8,2"
"6,959,29,2,9,8,2,1"
"6,959,29,2,9,9,16,5"
"7,959,29,2,9,1,17,5"
"7,959,29,2,9,2,4,1"
"7,959,29,2,9,3,11,3"
"7,959,29,2,9,4,8,2"
"7,959,29,2,9,5,7,2"
"7,959,29,2,9,6,3,1"
"7,959,29,2,9,7,1,1"
"7,959,29,2,9,8,3,1"
"7,959,29,2,9,9,13,4"
"8,959,29,2,9,1,19,6"
"8,959,29,2,9,2,2,1"
"8,959,29,2,9,3,10,3"
"8,959,29,2,9,4,6,2"
"8,959,29,2,9,5,10,3"
"8,959,29,2,9,6,5,2"
"8,959,29,2,9,7,8,2"
"8,959,29,2,9,8,12,4"
"8,959,29,2,9,9,14,4"
"9,959,29,2,9,1,15,5"
"9,959,29,2,9,2,6,2"
"9,959,29,2,9,3,4,1"
"9,959,29,2,9,4,16,5"
"9,959,29,2,9,5,6,2"
"9,959,29,2,9,6,7,2"
"9,959,29,2,9,7,7,2"
"9,959,29,2,9,8,16,5"
"9,959,29,2,9,9,6,2"
"10,959,29,2,9,1,13,4"
"10,959,29,2,9,2,5,2"
"10,959,29,2,9,3,16,5"
"10,959,29,2,9,4,12,4"
"10,959,29,2,9,5,12,4"
"10,959,29,2,9,6,13,4"
"10,959,29,2,9,7,8,2"
"10,959,29,2,9,8,6,2"
"10,959,29,2,9,9,7,2"
"1,960,20,2,14,1,4,1"
"1,960,20,2,14,2,5,2"
"1,960,20,2,14,3,8,2"
"1,960,20,2,14,4,10,3"
"1,960,20,2,14,5,19,6"
"1,960,20,2,14,6,10,3"
"1,960,20,2,14,7,6,2"
"1,960,20,2,14,8,3,1"
"1,960,20,2,14,9,11,3"
"2,960,20,2,14,1,3,1"
"2,960,20,2,14,2,19,6"
"2,960,20,2,14,3,19,6"
"2,960,20,2,14,4,18,6"
"2,960,20,2,14,5,16,5"
"2,960,20,2,14,6,17,5"
"2,960,20,2,14,7,15,5"
"2,960,20,2,14,8,16,5"
"2,960,20,2,14,9,7,2"
"3,960,20,2,14,1,20,6"
"3,960,20,2,14,2,19,6"
"3,960,20,2,14,3,1,1"
"3,960,20,2,14,4,17,5"
"3,960,20,2,14,5,5,2"
"3,960,20,2,14,6,19,6"
"3,960,20,2,14,7,9,3"
"3,960,20,2,14,8,1,1"
"3,960,20,2,14,9,7,2"
"4,960,20,2,14,1,2,1"
"4,960,20,2,14,2,12,4"
"4,960,20,2,14,3,8,2"
"4,960,20,2,14,4,12,4"
"4,960,20,2,14,5,14,4"
"4,960,20,2,14,6,4,1"
"4,960,20,2,14,7,19,6"
"4,960,20,2,14,8,9,3"
"4,960,20,2,14,9,11,3"
"5,960,20,2,14,1,9,3"
"5,960,20,2,14,2,6,2"
"5,960,20,2,14,3,18,6"
"5,960,20,2,14,4,17,5"
"5,960,20,2,14,5,6,2"
"5,960,20,2,14,6,18,6"
"5,960,20,2,14,7,20,6"
"5,960,20,2,14,8,19,6"
"5,960,20,2,14,9,17,5"
"6,960,20,2,14,1,11,3"
"6,960,20,2,14,2,7,2"
"6,960,20,2,14,3,5,2"
"6,960,20,2,14,4,5,2"
"6,960,20,2,14,5,1,1"
"6,960,20,2,14,6,13,4"
"6,960,20,2,14,7,10,3"
"6,960,20,2,14,8,6,2"
"6,960,20,2,14,9,4,1"
"7,960,20,2,14,1,9,3"
"7,960,20,2,14,2,13,4"
"7,960,20,2,14,3,6,2"
"7,960,20,2,14,4,20,6"
"7,960,20,2,14,5,7,2"
"7,960,20,2,14,6,20,6"
"7,960,20,2,14,7,1,1"
"7,960,20,2,14,8,1,1"
"7,960,20,2,14,9,2,1"
"8,960,20,2,14,1,11,3"
"8,960,20,2,14,2,4,1"
"8,960,20,2,14,3,14,4"
"8,960,20,2,14,4,9,3"
"8,960,20,2,14,5,20,6"
"8,960,20,2,14,6,3,1"
"8,960,20,2,14,7,16,5"
"8,960,20,2,14,8,10,3"
"8,960,20,2,14,9,16,5"
"9,960,20,2,14,1,4,1"
"9,960,20,2,14,2,19,6"
"9,960,20,2,14,3,17,5"
"9,960,20,2,14,4,1,1"
"9,960,20,2,14,5,10,3"
"9,960,20,2,14,6,7,2"
"9,960,20,2,14,7,9,3"
"9,960,20,2,14,8,14,4"
"9,960,20,2,14,9,20,6"
"10,960,20,2,14,1,11,3"
"10,960,20,2,14,2,9,3"
"10,960,20,2,14,3,4,1"
"10,960,20,2,14,4,14,4"
"10,960,20,2,14,5,5,2"
"10,960,20,2,14,6,8,2"
"10,960,20,2,14,7,12,4"
"10,960,20,2,14,8,6,2"
"10,960,20,2,14,9,18,6"
"1,961,24,3,1,1,11,3"
"1,961,24,3,1,2,9,3"
"1,961,24,3,1,3,10,3"
"1,961,24,3,1,4,18,6"
"1,961,24,3,1,5,7,2"
"1,961,24,3,1,6,12,4"
"1,961,24,3,1,7,11,3"
"1,961,24,3,1,8,15,5"
"1,961,24,3,1,9,10,3"
"2,961,24,3,1,1,3,1"
"2,961,24,3,1,2,3,1"
"2,961,24,3,1,3,10,3"
"2,961,24,3,1,4,12,4"
"2,961,24,3,1,5,15,5"
"2,961,24,3,1,6,18,6"
"2,961,24,3,1,7,16,5"
"2,961,24,3,1,8,14,4"
"2,961,24,3,1,9,1,1"
"3,961,24,3,1,1,20,6"
"3,961,24,3,1,2,3,1"
"3,961,24,3,1,3,10,3"
"3,961,24,3,1,4,12,4"
"3,961,24,3,1,5,3,1"
"3,961,24,3,1,6,2,1"
"3,961,24,3,1,7,5,2"
"3,961,24,3,1,8,15,5"
"3,961,24,3,1,9,6,2"
"4,961,24,3,1,1,9,3"
"4,961,24,3,1,2,6,2"
"4,961,24,3,1,3,2,1"
"4,961,24,3,1,4,9,3"
"4,961,24,3,1,5,17,5"
"4,961,24,3,1,6,1,1"
"4,961,24,3,1,7,10,3"
"4,961,24,3,1,8,5,2"
"4,961,24,3,1,9,7,2"
"5,961,24,3,1,1,17,5"
"5,961,24,3,1,2,20,6"
"5,961,24,3,1,3,7,2"
"5,961,24,3,1,4,13,4"
"5,961,24,3,1,5,17,5"
"5,961,24,3,1,6,6,2"
"5,961,24,3,1,7,18,6"
"5,961,24,3,1,8,10,3"
"5,961,24,3,1,9,5,2"
"6,961,24,3,1,1,17,5"
"6,961,24,3,1,2,11,3"
"6,961,24,3,1,3,15,5"
"6,961,24,3,1,4,8,2"
"6,961,24,3,1,5,12,4"
"6,961,24,3,1,6,12,4"
"6,961,24,3,1,7,10,3"
"6,961,24,3,1,8,16,5"
"6,961,24,3,1,9,5,2"
"7,961,24,3,1,1,12,4"
"7,961,24,3,1,2,14,4"
"7,961,24,3,1,3,6,2"
"7,961,24,3,1,4,16,5"
"7,961,24,3,1,5,19,6"
"7,961,24,3,1,6,8,2"
"7,961,24,3,1,7,16,5"
"7,961,24,3,1,8,7,2"
"7,961,24,3,1,9,10,3"
"8,961,24,3,1,1,17,5"
"8,961,24,3,1,2,17,5"
"8,961,24,3,1,3,7,2"
"8,961,24,3,1,4,1,1"
"8,961,24,3,1,5,12,4"
"8,961,24,3,1,6,18,6"
"8,961,24,3,1,7,6,2"
"8,961,24,3,1,8,2,1"
"8,961,24,3,1,9,8,2"
"9,961,24,3,1,1,7,2"
"9,961,24,3,1,2,18,6"
"9,961,24,3,1,3,14,4"
"9,961,24,3,1,4,14,4"
"9,961,24,3,1,5,8,2"
"9,961,24,3,1,6,5,2"
"9,961,24,3,1,7,14,4"
"9,961,24,3,1,8,12,4"
"9,961,24,3,1,9,1,1"
"10,961,24,3,1,1,11,3"
"10,961,24,3,1,2,16,5"
"10,961,24,3,1,3,4,1"
"10,961,24,3,1,4,2,1"
"10,961,24,3,1,5,7,2"
"10,961,24,3,1,6,3,1"
"10,961,24,3,1,7,9,3"
"10,961,24,3,1,8,15,5"
"10,961,24,3,1,9,7,2"
"1,962,29,1,7,1,17,5"
"1,962,29,1,7,2,3,1"
"1,962,29,1,7,3,12,4"
"1,962,29,1,7,4,11,3"
"1,962,29,1,7,5,13,4"
"1,962,29,1,7,6,19,6"
"1,962,29,1,7,7,13,4"
"1,962,29,1,7,8,1,1"
"1,962,29,1,7,9,3,1"
"2,962,29,1,7,1,15,5"
"2,962,29,1,7,2,1,1"
"2,962,29,1,7,3,15,5"
"2,962,29,1,7,4,3,1"
"2,962,29,1,7,5,6,2"
"2,962,29,1,7,6,7,2"
"2,962,29,1,7,7,15,5"
"2,962,29,1,7,8,4,1"
"2,962,29,1,7,9,7,2"
"3,962,29,1,7,1,5,2"
"3,962,29,1,7,2,14,4"
"3,962,29,1,7,3,5,2"
"3,962,29,1,7,4,1,1"
"3,962,29,1,7,5,7,2"
"3,962,29,1,7,6,13,4"
"3,962,29,1,7,7,17,5"
"3,962,29,1,7,8,14,4"
"3,962,29,1,7,9,13,4"
"4,962,29,1,7,1,6,2"
"4,962,29,1,7,2,18,6"
"4,962,29,1,7,3,8,2"
"4,962,29,1,7,4,3,1"
"4,962,29,1,7,5,15,5"
"4,962,29,1,7,6,4,1"
"4,962,29,1,7,7,20,6"
"4,962,29,1,7,8,10,3"
"4,962,29,1,7,9,19,6"
"5,962,29,1,7,1,1,1"
"5,962,29,1,7,2,3,1"
"5,962,29,1,7,3,14,4"
"5,962,29,1,7,4,5,2"
"5,962,29,1,7,5,1,1"
"5,962,29,1,7,6,3,1"
"5,962,29,1,7,7,18,6"
"5,962,29,1,7,8,8,2"
"5,962,29,1,7,9,3,1"
"6,962,29,1,7,1,18,6"
"6,962,29,1,7,2,12,4"
"6,962,29,1,7,3,6,2"
"6,962,29,1,7,4,5,2"
"6,962,29,1,7,5,11,3"
"6,962,29,1,7,6,9,3"
"6,962,29,1,7,7,2,1"
"6,962,29,1,7,8,5,2"
"6,962,29,1,7,9,6,2"
"7,962,29,1,7,1,15,5"
"7,962,29,1,7,2,6,2"
"7,962,29,1,7,3,18,6"
"7,962,29,1,7,4,8,2"
"7,962,29,1,7,5,19,6"
"7,962,29,1,7,6,10,3"
"7,962,29,1,7,7,3,1"
"7,962,29,1,7,8,7,2"
"7,962,29,1,7,9,20,6"
"8,962,29,1,7,1,2,1"
"8,962,29,1,7,2,3,1"
"8,962,29,1,7,3,19,6"
"8,962,29,1,7,4,8,2"
"8,962,29,1,7,5,14,4"
"8,962,29,1,7,6,18,6"
"8,962,29,1,7,7,5,2"
"8,962,29,1,7,8,16,5"
"8,962,29,1,7,9,5,2"
"9,962,29,1,7,1,8,2"
"9,962,29,1,7,2,2,1"
"9,962,29,1,7,3,5,2"
"9,962,29,1,7,4,12,4"
"9,962,29,1,7,5,15,5"
"9,962,29,1,7,6,2,1"
"9,962,29,1,7,7,6,2"
"9,962,29,1,7,8,9,3"
"9,962,29,1,7,9,1,1"
"10,962,29,1,7,1,15,5"
"10,962,29,1,7,2,12,4"
"10,962,29,1,7,3,15,5"
"10,962,29,1,7,4,17,5"
"10,962,29,1,7,5,3,1"
"10,962,29,1,7,6,13,4"
"10,962,29,1,7,7,4,1"
"10,962,29,1,7,8,19,6"
"10,962,29,1,7,9,2,1"
"1,963,28,3,14,1,16,5"
"1,963,28,3,14,2,14,4"
"1,963,28,3,14,3,10,3"
"1,963,28,3,14,4,3,1"
"1,963,28,3,14,5,8,2"
"1,963,28,3,14,6,2,1"
"1,963,28,3,14,7,4,1"
"1,963,28,3,14,8,20,6"
"1,963,28,3,14,9,2,1"
"2,963,28,3,14,1,15,5"
"2,963,28,3,14,2,20,6"
"2,963,28,3,14,3,15,5"
"2,963,28,3,14,4,2,1"
"2,963,28,3,14,5,6,2"
"2,963,28,3,14,6,9,3"
"2,963,28,3,14,7,13,4"
"2,963,28,3,14,8,16,5"
"2,963,28,3,14,9,2,1"
"3,963,28,3,14,1,20,6"
"3,963,28,3,14,2,9,3"
"3,963,28,3,14,3,19,6"
"3,963,28,3,14,4,16,5"
"3,963,28,3,14,5,5,2"
"3,963,28,3,14,6,13,4"
"3,963,28,3,14,7,10,3"
"3,963,28,3,14,8,14,4"
"3,963,28,3,14,9,7,2"
"4,963,28,3,14,1,14,4"
"4,963,28,3,14,2,20,6"
"4,963,28,3,14,3,16,5"
"4,963,28,3,14,4,12,4"
"4,963,28,3,14,5,16,5"
"4,963,28,3,14,6,6,2"
"4,963,28,3,14,7,12,4"
"4,963,28,3,14,8,16,5"
"4,963,28,3,14,9,2,1"
"5,963,28,3,14,1,5,2"
"5,963,28,3,14,2,2,1"
"5,963,28,3,14,3,16,5"
"5,963,28,3,14,4,2,1"
"5,963,28,3,14,5,12,4"
"5,963,28,3,14,6,14,4"
"5,963,28,3,14,7,7,2"
"5,963,28,3,14,8,8,2"
"5,963,28,3,14,9,1,1"
"6,963,28,3,14,1,18,6"
"6,963,28,3,14,2,10,3"
"6,963,28,3,14,3,17,5"
"6,963,28,3,14,4,10,3"
"6,963,28,3,14,5,7,2"
"6,963,28,3,14,6,1,1"
"6,963,28,3,14,7,17,5"
"6,963,28,3,14,8,1,1"
"6,963,28,3,14,9,10,3"
"7,963,28,3,14,1,1,1"
"7,963,28,3,14,2,18,6"
"7,963,28,3,14,3,5,2"
"7,963,28,3,14,4,4,1"
"7,963,28,3,14,5,15,5"
"7,963,28,3,14,6,7,2"
"7,963,28,3,14,7,17,5"
"7,963,28,3,14,8,3,1"
"7,963,28,3,14,9,3,1"
"8,963,28,3,14,1,17,5"
"8,963,28,3,14,2,7,2"
"8,963,28,3,14,3,8,2"
"8,963,28,3,14,4,16,5"
"8,963,28,3,14,5,20,6"
"8,963,28,3,14,6,16,5"
"8,963,28,3,14,7,19,6"
"8,963,28,3,14,8,15,5"
"8,963,28,3,14,9,14,4"
"9,963,28,3,14,1,9,3"
"9,963,28,3,14,2,2,1"
"9,963,28,3,14,3,19,6"
"9,963,28,3,14,4,2,1"
"9,963,28,3,14,5,17,5"
"9,963,28,3,14,6,15,5"
"9,963,28,3,14,7,14,4"
"9,963,28,3,14,8,19,6"
"9,963,28,3,14,9,14,4"
"10,963,28,3,14,1,4,1"
"10,963,28,3,14,2,5,2"
"10,963,28,3,14,3,11,3"
"10,963,28,3,14,4,7,2"
"10,963,28,3,14,5,12,4"
"10,963,28,3,14,6,12,4"
"10,963,28,3,14,7,4,1"
"10,963,28,3,14,8,11,3"
"10,963,28,3,14,9,19,6"
"1,964,22,1,16,1,9,3"
"1,964,22,1,16,2,9,3"
"1,964,22,1,16,3,6,2"
"1,964,22,1,16,4,14,4"
"1,964,22,1,16,5,16,5"
"1,964,22,1,16,6,3,1"
"1,964,22,1,16,7,17,5"
"1,964,22,1,16,8,15,5"
"1,964,22,1,16,9,3,1"
"2,964,22,1,16,1,19,6"
"2,964,22,1,16,2,8,2"
"2,964,22,1,16,3,5,2"
"2,964,22,1,16,4,3,1"
"2,964,22,1,16,5,8,2"
"2,964,22,1,16,6,9,3"
"2,964,22,1,16,7,5,2"
"2,964,22,1,16,8,9,3"
"2,964,22,1,16,9,18,6"
"3,964,22,1,16,1,5,2"
"3,964,22,1,16,2,13,4"
"3,964,22,1,16,3,11,3"
"3,964,22,1,16,4,13,4"
"3,964,22,1,16,5,7,2"
"3,964,22,1,16,6,7,2"
"3,964,22,1,16,7,18,6"
"3,964,22,1,16,8,4,1"
"3,964,22,1,16,9,20,6"
"4,964,22,1,16,1,17,5"
"4,964,22,1,16,2,14,4"
"4,964,22,1,16,3,18,6"
"4,964,22,1,16,4,18,6"
"4,964,22,1,16,5,20,6"
"4,964,22,1,16,6,16,5"
"4,964,22,1,16,7,7,2"
"4,964,22,1,16,8,7,2"
"4,964,22,1,16,9,10,3"
"5,964,22,1,16,1,11,3"
"5,964,22,1,16,2,11,3"
"5,964,22,1,16,3,7,2"
"5,964,22,1,16,4,16,5"
"5,964,22,1,16,5,3,1"
"5,964,22,1,16,6,3,1"
"5,964,22,1,16,7,3,1"
"5,964,22,1,16,8,14,4"
"5,964,22,1,16,9,9,3"
"6,964,22,1,16,1,18,6"
"6,964,22,1,16,2,6,2"
"6,964,22,1,16,3,19,6"
"6,964,22,1,16,4,17,5"
"6,964,22,1,16,5,2,1"
"6,964,22,1,16,6,16,5"
"6,964,22,1,16,7,1,1"
"6,964,22,1,16,8,6,2"
"6,964,22,1,16,9,20,6"
"7,964,22,1,16,1,15,5"
"7,964,22,1,16,2,6,2"
"7,964,22,1,16,3,4,1"
"7,964,22,1,16,4,13,4"
"7,964,22,1,16,5,15,5"
"7,964,22,1,16,6,18,6"
"7,964,22,1,16,7,15,5"
"7,964,22,1,16,8,7,2"
"7,964,22,1,16,9,2,1"
"8,964,22,1,16,1,10,3"
"8,964,22,1,16,2,2,1"
"8,964,22,1,16,3,8,2"
"8,964,22,1,16,4,14,4"
"8,964,22,1,16,5,2,1"
"8,964,22,1,16,6,7,2"
"8,964,22,1,16,7,12,4"
"8,964,22,1,16,8,3,1"
"8,964,22,1,16,9,1,1"
"9,964,22,1,16,1,1,1"
"9,964,22,1,16,2,18,6"
"9,964,22,1,16,3,13,4"
"9,964,22,1,16,4,9,3"
"9,964,22,1,16,5,10,3"
"9,964,22,1,16,6,20,6"
"9,964,22,1,16,7,6,2"
"9,964,22,1,16,8,7,2"
"9,964,22,1,16,9,14,4"
"10,964,22,1,16,1,13,4"
"10,964,22,1,16,2,20,6"
"10,964,22,1,16,3,12,4"
"10,964,22,1,16,4,13,4"
"10,964,22,1,16,5,14,4"
"10,964,22,1,16,6,20,6"
"10,964,22,1,16,7,16,5"
"10,964,22,1,16,8,20,6"
"10,964,22,1,16,9,14,4"
"1,965,24,1,14,1,19,6"
"1,965,24,1,14,2,13,4"
"1,965,24,1,14,3,13,4"
"1,965,24,1,14,4,2,1"
"1,965,24,1,14,5,18,6"
"1,965,24,1,14,6,9,3"
"1,965,24,1,14,7,11,3"
"1,965,24,1,14,8,17,5"
"1,965,24,1,14,9,14,4"
"2,965,24,1,14,1,19,6"
"2,965,24,1,14,2,13,4"
"2,965,24,1,14,3,9,3"
"2,965,24,1,14,4,6,2"
"2,965,24,1,14,5,5,2"
"2,965,24,1,14,6,19,6"
"2,965,24,1,14,7,15,5"
"2,965,24,1,14,8,19,6"
"2,965,24,1,14,9,1,1"
"3,965,24,1,14,1,5,2"
"3,965,24,1,14,2,16,5"
"3,965,24,1,14,3,16,5"
"3,965,24,1,14,4,7,2"
"3,965,24,1,14,5,1,1"
"3,965,24,1,14,6,13,4"
"3,965,24,1,14,7,14,4"
"3,965,24,1,14,8,5,2"
"3,965,24,1,14,9,2,1"
"4,965,24,1,14,1,20,6"
"4,965,24,1,14,2,15,5"
"4,965,24,1,14,3,12,4"
"4,965,24,1,14,4,15,5"
"4,965,24,1,14,5,18,6"
"4,965,24,1,14,6,4,1"
"4,965,24,1,14,7,14,4"
"4,965,24,1,14,8,6,2"
"4,965,24,1,14,9,3,1"
"5,965,24,1,14,1,11,3"
"5,965,24,1,14,2,13,4"
"5,965,24,1,14,3,10,3"
"5,965,24,1,14,4,20,6"
"5,965,24,1,14,5,10,3"
"5,965,24,1,14,6,14,4"
"5,965,24,1,14,7,1,1"
"5,965,24,1,14,8,17,5"
"5,965,24,1,14,9,15,5"
"6,965,24,1,14,1,3,1"
"6,965,24,1,14,2,11,3"
"6,965,24,1,14,3,17,5"
"6,965,24,1,14,4,7,2"
"6,965,24,1,14,5,18,6"
"6,965,24,1,14,6,7,2"
"6,965,24,1,14,7,17,5"
"6,965,24,1,14,8,4,1"
"6,965,24,1,14,9,12,4"
"7,965,24,1,14,1,16,5"
"7,965,24,1,14,2,13,4"
"7,965,24,1,14,3,16,5"
"7,965,24,1,14,4,5,2"
"7,965,24,1,14,5,3,1"
"7,965,24,1,14,6,20,6"
"7,965,24,1,14,7,12,4"
"7,965,24,1,14,8,19,6"
"7,965,24,1,14,9,8,2"
"8,965,24,1,14,1,12,4"
"8,965,24,1,14,2,2,1"
"8,965,24,1,14,3,19,6"
"8,965,24,1,14,4,17,5"
"8,965,24,1,14,5,3,1"
"8,965,24,1,14,6,4,1"
"8,965,24,1,14,7,18,6"
"8,965,24,1,14,8,11,3"
"8,965,24,1,14,9,1,1"
"9,965,24,1,14,1,13,4"
"9,965,24,1,14,2,6,2"
"9,965,24,1,14,3,20,6"
"9,965,24,1,14,4,1,1"
"9,965,24,1,14,5,12,4"
"9,965,24,1,14,6,4,1"
"9,965,24,1,14,7,7,2"
"9,965,24,1,14,8,1,1"
"9,965,24,1,14,9,10,3"
"10,965,24,1,14,1,2,1"
"10,965,24,1,14,2,4,1"
"10,965,24,1,14,3,7,2"
"10,965,24,1,14,4,13,4"
"10,965,24,1,14,5,8,2"
"10,965,24,1,14,6,7,2"
"10,965,24,1,14,7,13,4"
"10,965,24,1,14,8,12,4"
"10,965,24,1,14,9,6,2"
"1,966,30,1,7,1,15,5"
"1,966,30,1,7,2,3,1"
"1,966,30,1,7,3,11,3"
"1,966,30,1,7,4,13,4"
"1,966,30,1,7,5,16,5"
"1,966,30,1,7,6,17,5"
"1,966,30,1,7,7,15,5"
"1,966,30,1,7,8,13,4"
"1,966,30,1,7,9,6,2"
"2,966,30,1,7,1,5,2"
"2,966,30,1,7,2,15,5"
"2,966,30,1,7,3,6,2"
"2,966,30,1,7,4,17,5"
"2,966,30,1,7,5,20,6"
"2,966,30,1,7,6,19,6"
"2,966,30,1,7,7,7,2"
"2,966,30,1,7,8,12,4"
"2,966,30,1,7,9,8,2"
"3,966,30,1,7,1,20,6"
"3,966,30,1,7,2,13,4"
"3,966,30,1,7,3,4,1"
"3,966,30,1,7,4,13,4"
"3,966,30,1,7,5,8,2"
"3,966,30,1,7,6,18,6"
"3,966,30,1,7,7,10,3"
"3,966,30,1,7,8,1,1"
"3,966,30,1,7,9,3,1"
"4,966,30,1,7,1,16,5"
"4,966,30,1,7,2,11,3"
"4,966,30,1,7,3,13,4"
"4,966,30,1,7,4,8,2"
"4,966,30,1,7,5,13,4"
"4,966,30,1,7,6,15,5"
"4,966,30,1,7,7,4,1"
"4,966,30,1,7,8,15,5"
"4,966,30,1,7,9,7,2"
"5,966,30,1,7,1,12,4"
"5,966,30,1,7,2,8,2"
"5,966,30,1,7,3,15,5"
"5,966,30,1,7,4,13,4"
"5,966,30,1,7,5,8,2"
"5,966,30,1,7,6,18,6"
"5,966,30,1,7,7,15,5"
"5,966,30,1,7,8,8,2"
"5,966,30,1,7,9,5,2"
"6,966,30,1,7,1,17,5"
"6,966,30,1,7,2,15,5"
"6,966,30,1,7,3,20,6"
"6,966,30,1,7,4,19,6"
"6,966,30,1,7,5,15,5"
"6,966,30,1,7,6,7,2"
"6,966,30,1,7,7,9,3"
"6,966,30,1,7,8,3,1"
"6,966,30,1,7,9,17,5"
"7,966,30,1,7,1,6,2"
"7,966,30,1,7,2,11,3"
"7,966,30,1,7,3,3,1"
"7,966,30,1,7,4,12,4"
"7,966,30,1,7,5,20,6"
"7,966,30,1,7,6,17,5"
"7,966,30,1,7,7,2,1"
"7,966,30,1,7,8,8,2"
"7,966,30,1,7,9,7,2"
"8,966,30,1,7,1,19,6"
"8,966,30,1,7,2,18,6"
"8,966,30,1,7,3,19,6"
"8,966,30,1,7,4,12,4"
"8,966,30,1,7,5,9,3"
"8,966,30,1,7,6,6,2"
"8,966,30,1,7,7,7,2"
"8,966,30,1,7,8,12,4"
"8,966,30,1,7,9,20,6"
"9,966,30,1,7,1,20,6"
"9,966,30,1,7,2,11,3"
"9,966,30,1,7,3,17,5"
"9,966,30,1,7,4,5,2"
"9,966,30,1,7,5,20,6"
"9,966,30,1,7,6,1,1"
"9,966,30,1,7,7,12,4"
"9,966,30,1,7,8,3,1"
"9,966,30,1,7,9,16,5"
"10,966,30,1,7,1,12,4"
"10,966,30,1,7,2,5,2"
"10,966,30,1,7,3,10,3"
"10,966,30,1,7,4,5,2"
"10,966,30,1,7,5,3,1"
"10,966,30,1,7,6,5,2"
"10,966,30,1,7,7,18,6"
"10,966,30,1,7,8,10,3"
"10,966,30,1,7,9,9,3"
"1,967,24,1,7,1,9,3"
"1,967,24,1,7,2,4,1"
"1,967,24,1,7,3,5,2"
"1,967,24,1,7,4,3,1"
"1,967,24,1,7,5,12,4"
"1,967,24,1,7,6,7,2"
"1,967,24,1,7,7,20,6"
"1,967,24,1,7,8,4,1"
"1,967,24,1,7,9,10,3"
"2,967,24,1,7,1,6,2"
"2,967,24,1,7,2,11,3"
"2,967,24,1,7,3,7,2"
"2,967,24,1,7,4,13,4"
"2,967,24,1,7,5,10,3"
"2,967,24,1,7,6,10,3"
"2,967,24,1,7,7,19,6"
"2,967,24,1,7,8,12,4"
"2,967,24,1,7,9,7,2"
"3,967,24,1,7,1,9,3"
"3,967,24,1,7,2,17,5"
"3,967,24,1,7,3,18,6"
"3,967,24,1,7,4,4,1"
"3,967,24,1,7,5,13,4"
"3,967,24,1,7,6,2,1"
"3,967,24,1,7,7,15,5"
"3,967,24,1,7,8,5,2"
"3,967,24,1,7,9,19,6"
"4,967,24,1,7,1,11,3"
"4,967,24,1,7,2,10,3"
"4,967,24,1,7,3,1,1"
"4,967,24,1,7,4,6,2"
"4,967,24,1,7,5,9,3"
